Irving,Tristan
LeBron,JR Smith
Irving,LeBron
Jefferson,Irving
LeBron,Jefferson
LeBron,Irving
Jefferson,Irving
Irving,Dellavedova
JR Smith,LeBron
LeBron,Tristan
JR Smith,Irving
Tristan,Irving
JR Smith,Jefferson
JR Smith,Irving
LeBron,Irving
Irving,LeBron
Tristan,Shumpert
Jefferson,LeBron
Shumpert,LeBron
JR Smith,LeBron
LeBron,Irving
Dellavedova,James Jones
Mo Williams,James Jones
